district,block,cluster,code,name,genre
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36617,K.B.nagar,Anganwadi
bangalore,bangalore south(banashankari),byrathi,30539,YARAPPANAHALLI,Anganwadi
koppal,kustagi,hiremannapur,20278,	GHPS GUMAGERI	,Upper Primary
bangalore,bangalore south(banashankari),byrathi,31524,AADURU,Anganwadi
gadag,mundaragi,bagewadi,36831,GHPGS BAGEWADI,Upper Primary
bangalore,anekal taluk,ballur,31360,KODLIPURA,Anganwadi
gadag,mundaragi,kadampur,36859,GLPS SHINGATARAYANAKERI,Lower Primary
bangalore,north-3,frazer town,32203,GKMPS SARVAGNYA NAGAR,Lower Primary
bangalore,south-1,doddagollarahatti,33031,GKLPS GANDHINAGAR (KENGERI),Lower Primary
bangalore rural,hosakote,nelavagilu,35912,G HPS NELAVAGILU,Upper Primary
gadag,mundaragi,petalur,36905,GHPS HALLIKERI,Upper Primary
bangalore,bangalore central,sir m vishweshwariah 1st circle,30395,NEW TIMBERYARD  LAYOUT,Anganwadi
bangalore rural,hosakote,thavarekere,35942,G LPS PUJARAMANAHALLI,Lower Primary
bangalore,bangalore north (yelahanka),kadugondanahalli,33800,LINGRAJPURAM  3,Anganwadi
koppal,kustagi,adavibhavi,20126,	GHPS ADAVIBHAVI	,Upper Primary
bangalore,bangalore north (yelahanka),kodigenahalli,30584,HEBBAL,Anganwadi
gadag,mundaragi,hirawaddatti,36853,GHPS BASAPUR,Upper Primary
bangalore,bangalore south(banashankari),kengeri circle,31134,CHALLEGHATTA,Anganwadi
bangalore,north-4,bagalur,32042,GKLPS AREBINNAMANGALA,Lower Primary
gadag,mundaragi,mundaragi city west,36878,GHPGS MUNDARAGI,Upper Primary
bangalore rural,hosakote,doddagattinabbe,36226,GLPS GANAGALU,Lower Primary
bangalore,bangalore central,netaji 2nd circle,30446,V.S. GARDEN- 1,Anganwadi
bangalore,anekal taluk,ballur,30936,MAYASANDRA  C,Anganwadi
koppal,kustagi,hanumanal,20163,	GMHPS GUDDADA DEVALAPUR	,Upper Primary
koppal,kustagi,chalageri,20135,	GHPS KALALBANDI	,Upper Primary
koppal,kustagi,hanumanal,20308,	GHPS PATTALACHINTI	,Upper Primary
koppal,koppal,halageri,20025,	GLPS DADEGAL	,Lower Primary
bangalore rural,hosakote,t agrahara,36246,GHPS DODDARALAGERE,Upper Primary
bangalore,bangalore south(banashankari),kengeri circle,31168,NAGADEVANAHALLI,Anganwadi
koppal,kustagi,chalageri,20135,	GHPS KALALBANDI	,Upper Primary
bangalore,south-1,kengeri,32432,GKMPS KENGERI,Model Primary
koppal,kustagi,sanghanal,20258,GHPS HOMMINHAL,Upper Primary
bangalore,south-1,veerabadra nagara,32930,GKLPS GIRINAGARAGUTTE,Lower Primary
bangalore,bangalore south(banashankari),k gollahalli,36399,HAMPA PURA COLONY,Anganwadi
koppal,kustagi,nilogal,20161,	GHPS BILEKAL	,Upper Primary
bangalore,bangalore south(banashankari),kadugodi,29709,SHEEGEHALLI,Anganwadi
bangalore rural,devanahalli,channahalli,36741,GKHPS CHANNAHALLI,Upper Primary
bangalore rural,hosakote,nandagudi,36087,GULPS THIRTHAHALLI,Lower Primary
bangalore rural,hosakote,bendiganahalli,36029,G HPS BENDIGANAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36480,Hattikolla-1,Anganwadi
koppal,kustagi,hanumasagar,20192,	GHPS MAVINAITAGI	,Upper Primary
gadag,mundaragi,meundi,36874,GHPS EKLASPUR,Upper Primary
gadag,mundaragi,petalur,36904,GHPGS PETAALUR,Upper Primary
bangalore,bangalore south(banashankari),varthur,30712,GARUDACHARPALYA,Anganwadi
bangalore,bangalore north (yelahanka),kodigenahalli,35473,MATHIKERE,Independent  Balwadi
gadag,mundaragi,meundi,36872,GHPS HAITAPUR,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36610,Marata colony,Anganwadi
bangalore,north-4,yelehanka old town,32940,GKMPS BANGALE,Model Primary
gadag,mundaragi,mundaragi rural,36888,GHPS MUKTUMPUR,Upper Primary
bangalore,north-4,bagalur,32050,GUHPS RAZAQSABPALYA,Upper Primary
koppal,kustagi,menedhal,20260,	GHPS HULIYAPUR	,Upper Primary
bangalore rural,devanahalli,boodigere,36172,GKHPS SOMATHANAHALLI,Upper Primary
koppal,kustagi,adavibhavi,20126,	GHPS ADAVIBHAVI	,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36617,K.B.nagar,Anganwadi
bangalore,north-2,jalahalli,32164,GKLPS POORNAPURA,Lower Primary
bangalore rural,hosakote,nelavagilu,35909,G HPS DALASAGERE,Upper Primary
bangalore,bangalore north (yelahanka),chikkajala,31305,BYNAHALLI,Anganwadi
koppal,kustagi,hiregonnagar,20297,	GHPS GOREBIHAL	,Upper Primary
koppal,kustagi,koradakera,20330,YYY GHPS BYALIHAL,Upper Primary
gadag,mundaragi,bagewadi,36831,GHPGS BAGEWADI,Upper Primary
bangalore rural,hosakote,doddanhulluru,36203,GHPS DASARAHALLI,Upper Primary
gadag,mundaragi,mundaragi city west,36876,GLPS BYALAWADAGI(MUNDARAGI),Lower Primary
bangalore,bangalore north (yelahanka),rajanakunte,31214,ADDIGANAHALLI,Anganwadi
bangalore,bangalore state,yashwanthpura,29628,N.P BLOCK 2,Anganwadi
gadag,mundaragi,dambal,36845,GMCS DAMBAL,Model Primary
gadag,mundaragi,mundaragi urdu,36894,GHPUBS MUNDARAGI,Upper Primary
bangalore,sumangali seva ashrama,kodihalli,30646,SUDHAMANAGAR 1,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36308,Hosayallapur,Anganwadi
bangalore,bangalore south(banashankari),kengeri circle,31116,DODDAGOLLARA HATTI,Anganwadi
koppal,kustagi,hiremannapur,20278,	GHPS GUMAGERI	,Upper Primary
koppal,kustagi,adavibhavi,20155,	GHPS MENASAGERI	,Upper Primary
bangalore rural,hosakote,shivanapura,36051,G HPS MALIYAPPANAHALLI,Upper Primary
bangalore,south-4,jodi huskur,33355,GKLPS KATTUGOLLAHALLI,Lower Primary
bangalore,north-2,hebbal,32030,GUHPS HEBBAL,Upper Primary
koppal,kustagi,chalageri,20134,	GLPS JUNJALAKOPPA	,Lower Primary
bangalore,bangalore central,Manjunatheshwar circle-7,31477,NAGAMMA NAGAR,Anganwadi
koppal,kustagi,hanumasagar,20182,	GGIRLS HPS HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,t agrahara,36241,GHPS BAVAPURA,Upper Primary
bangalore,bangalore south(banashankari),kengeri circle,31391,MARIYAPPANAPALYA 1,Anganwadi
bangalore,anekal taluk,ballur,33738,BESTAMANA HALLI,Anganwadi
gadag,mundaragi,korlahalli,36870,GHPS SEVALALNAGAR (BIDNAL TANDA),Model Primary
bangalore,bangalore state,palace guttalli circle,29560,V.V.GIRI COLONY,Anganwadi
bangalore,bangalore north (yelahanka),kadugondanahalli,30999,CHOLANAYAKANAHALLI 2,Anganwadi
bangalore rural,hosakote,shivanapura,36056,G LPS NAKKANAHALLI,Lower Primary
bangalore rural,hosakote,alappanahalli,36129,G HPS ALAPPANAHALLI,Upper Primary
bangalore rural,hosakote,sulibele,35882,GKHPS ATTIBELE,Upper Primary
bangalore,bangalore central,Manjunatheshwar circle-7,34075,BINNIPETE,Anganwadi
koppal,kustagi,dotihal,20157,	GLPS NADUVALAKOPPA	,Lower Primary
bangalore rural,hosakote,doddanallala,36235,GHPS DODDANALLALA,Upper Primary
bangalore rural,hosakote,thavarekere,35939,G HPS HETTAKKI,Upper Primary
bangalore,south-1,kengeri,32424,GKLPS ARUNDATHINAGARA,Lower Primary
bangalore rural,hosakote,t agrahara,36245,GLPS HOSADIMBAHALLI,Lower Primary
bangalore,bangalore south(banashankari),varthur,33788,HAGADOORU,Anganwadi
bangalore,bangalore north (yelahanka),sonnenahali,34053,DIBBURU,Anganwadi
koppal,kustagi,jumalapur,20214,	GHPS SASVIHAL	,Upper Primary
koppal,kustagi,sanghanal,20271,	GHPS VIRUPAPUR	,Upper Primary
koppal,kustagi,sanghanal,20269,	GHPS SANGANHAL	,Upper Primary
koppal,kustagi,menedhal,20264,GHPS MENADAL	,Upper Primary
koppal,kustagi,sanghanal,20257,	GHPS HIRETAMMINHAL	,Upper Primary
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
bangalore,bangalore central,sir m vishweshwariah 1st circle,30619,ARFATH NAGAR NEW GUDDADAHALLI,Anganwadi
chamrajnagar,kollegal,kunthur,6846,YYYGLPS TAGARAPURAMOLE,Lower Primary
gadag,mundaragi,petalur,36899,GHPGS SHIRUR,Upper Primary
bangalore rural,hosakote,nelavagilu,35918,G LPS MUDDANAHALLI,Lower Primary
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
koppal,kustagi,nilogal,20161,	GHPS BILEKAL	,Upper Primary
koppal,kustagi,dotihal,20150,	GHPS KADEKOPPA	,Upper Primary
koppal,kustagi,koradakera,20332,	GLPS DONNIGUDDA	,Lower Primary
gadag,mundaragi,dambal,36845,GMCS DAMBAL,Model Primary
bangalore,bangalore north (yelahanka),agrahara layout,33885,AMRUTHHALLI KENDA  2,Anganwadi
bangalore,south-4,k r puram,32498,GUHPS DEVASANDRA,Upper Primary
koppal,kustagi,adavibhavi,20129,	GHPS DEVALAPUR	,Upper Primary
bangalore rural,hosakote,bendiganahalli,36185,GHPS E - HOSAHALLI,Upper Primary
koppal,kustagi,adavibhavi,20131,YYYGHPS HOSALLI,Upper Primary
bangalore rural,hosakote,nandagudi,36085,G LPS KONDRAHALLI,Lower Primary
bangalore,south-4,jodi huskur,33359,GKLPS THIRUMENAHALLI,Lower Primary
bangalore rural,hosakote,hosakote town,36022,G HPS DANDUPALYA,Upper Primary
bangalore,bangalore central,netravathi,29618,SHAMBO PALYA (HALE GUDDADAHALLI 2),Model Primary
koppal,kustagi,adavibhavi,20130,	GHPS HANUMAGIRI	,Upper Primary
bangalore,north-1,chikkabidarakallu,32158,GKHPS THIGALARAPALYA,Upper Primary
bangalore,bangalore north (yelahanka),baglur,30881,RAZZAQ PALYA1,Anganwadi
bangalore,sumangali seva ashrama,kodihalli,30653,G.BYAPPANAHALLI 1,Anganwadi
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
bangalore,bangalore north (yelahanka),baglur,30870,BAGLUR 2,Anganwadi
bangalore,north-4,hesarghatta,32374,GKLPS HAROHALLI PALYA,Lower Primary
koppal,kustagi,j.gudadoor,20309,	GHPS TUMARI KOPPA 	,Upper Primary
bangalore,south-1,vajara halli,32430,GKLPS RACHANAMADU,Lower Primary
bangalore,sumangali seva ashrama,dodda banaswadi,29599,MRSPALYA 1,Anganwadi
bangalore rural,hosakote,nandagudi,36082,G UHPS N HOSAHALLI,Lower Primary
bangalore,north-4,agrahara layout,33213,GKLPS DWARAKANAGAR,Lower Primary
gadag,mundaragi,meundi,36874,GHPS EKLASPUR,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36525,Maruti nagar(Gokul),Anganwadi
bangalore,north-4,kodigehalli,33205,GKMPS SANJEEVINI NAGAR,Model Primary
bangalore rural,hosakote,jadigenahalli,35970,G LPS GOVINDAPURA,Lower Primary
koppal,kustagi,hiremannapur,20282,	GLPS AKALAVAVYA HIREMANAPUR	,Lower Primary
bangalore rural,hosakote,alappanahalli,36124,G HPS SONNAHALLIPURA,Upper Primary
bangalore,anekal taluk,sarjapura,33601,INDLABELE,Anganwadi
koppal,kustagi,thavaragera,20226,	GHPS NARINHAL	,Upper Primary
bangalore rural,hosakote,alappanahalli,36126,G LPS VENKATAPURA,Lower Primary
bangalore rural,hosakote,kalkunte,36118,G LPS MARANAGERE,Lower Primary
bangalore,south-4,kylasanahalli,32601,GKLPS KANNUR,Lower Primary
bangalore,bangalore state,yw circle,29671,AMBEDEKAR NAGAR1(SHRI RAMPURA),Anganwadi
bangalore,south-1,somanahalli,32725,GKLPS NAWKALPALYA,Lower Primary
bangalore,south-1,srinagara,32634,GHPS BASAVANAGUDI (TIN SCHOOL),Upper Primary
gadag,mundaragi,meundi,36871,GHPS MEUNDI,Upper Primary
bangalore,south-3,byarsandra,32144,GKMPS DAIRY COLONY,Upper Primary
bangalore rural,hosakote,samethanahalli,35972,G HPS MALLASANDRA,Upper Primary
koppal,kustagi,dotihal,20154,	GLPS MATUR	,Lower Primary
bangalore,bangalore north (yelahanka),yalahanka,33926,YALAHANKA 2,Anganwadi
bangalore,bangalore central,netaji 2nd circle,31461,AMBEDKAR SEVA SANGA 2,Anganwadi
bangalore,bangalore central,sir m vishweshwariah 1st circle,36462,DEVEGOWDA SLUM,Anganwadi
bangalore,bangalore south(banashankari),byrathi,31345,HANCHARAHALLI,Anganwadi
bangalore rural,hosakote,hosakote town,36023,G UHPS HOSAKOTE,Upper Primary
bangalore rural,hosakote,samethanahalli,35983,G HPS MUTHASANDRA,Upper Primary
gadag,mundaragi,dambal,36819,GLPS HOSUR DAMBAL,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36637,Rasul Pur -2,Anganwadi
gadag,mundaragi,mundaragi east,36882,GHPS MUNDARAGI (AD NAGAR),Upper Primary
bangalore,north-3,banaswadi,32503,GKMPS LINGARAJAPURA,Model Primary
bangalore rural,hosakote,bilanarasapura,36229,GLPS ULAVANAHALLI,Lower Primary
koppal,kustagi,jumalapur,20203,	GHPS JUMALAPUR	,Upper Primary
gadag,mundaragi,shingtalur,36909,GHPGS HAMMIGI,Upper Primary
bangalore rural,hosakote,sulibele,35882,GKHPS ATTIBELE,Upper Primary
koppal,kustagi,thavaragera,20233,	GLPS Narahari Badavane Tavaragera	,Lower Primary
bangalore rural,hosakote,devanagundi,35991,G HPS D. HOSAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36494,Lokappan Hakkal,Anganwadi
koppal,kustagi,hiremannapur,20280,	GMHPS HIREMANNAPUR	,Model Primary
bangalore,bangalore south(banashankari),doddakannelli,33765,PANNATHURU,Anganwadi
koppal,kustagi,hanumanal,20171,	GHPS NIRALAKOPPA	,Upper Primary
bangalore,sumangali seva ashrama,koramangala,31055,RAJENDRA NAGAR2,Anganwadi
gadag,mundaragi,mundaragi urdu,36892,GHPUGS MUNDARAGI,Upper Primary
bangalore rural,devanahalli,sadahalli,36748,GKLPS NAVODAYA BHOVIPALYA,Model Primary
koppal,kustagi,koradakera,20330,YYY GHPS BYALIHAL,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36324,Madarmaddi-3,Anganwadi
dharwad,Hubli-Dharwad urban,HFWTC,36525,Maruti nagar(Gokul),Anganwadi
bangalore rural,hosakote,kalkunte,36108,G LPS BYALAHALLI,Lower Primary
bangalore,south-1,kengeri,32435,GULPS KONASANDRA,Lower Primary
bangalore rural,hosakote,nandagudi,36077,G UHPS NANDAGUDI,Upper Primary
gadag,mundaragi,petalur,36829,GLPS PETALUR(DPEP),Lower Primary
koppal,kustagi,dotihal,20158,	GLPS TONASHIHAL	,Lower Primary
bangalore,south-1,kengeri,32429,GKHPS NAGEGOWDANAPALYA,Upper Primary
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
bangalore,bangalore state,palace guttalli circle,29615,JAKKARAYANAKERE,Anganwadi
koppal,kustagi,chalageri,20194,GHPS YALEBUNACHI,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29677,SALUHUNNASE,Anganwadi
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
bangalore rural,hosakote,kalkunte,36112,G LPS MUTHUKADAHALLI,Lower Primary
bangalore,anekal taluk,haragadde,36496,MADA PATTANA  B,Anganwadi
koppal,kustagi,koradakera,20341,	GHPS YALABURTHI	,Upper Primary
bangalore,north-4,bagalur,32043,GKLPS BAGLURU COLONY,Lower Primary
bangalore rural,hosakote,thavarekere,35938,G LPS BEERAHALLI,Lower Primary
bangalore,bangalore north (yelahanka),mallasandra,31385,CHANANAYAKANA PALYA,Anganwadi
bangalore rural,hosakote,mugbala,35943,G LPS CHINANDAHALLI,Lower Primary
bangalore rural,hosakote,thavarekere,35942,G LPS PUJARAMANAHALLI,Lower Primary
bangalore rural,hosakote,alappanahalli,36125,G HPS LAKKONDANAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36377,Kalli Oni-1,Anganwadi
bangalore,south-4,varthur,32906,GKMPS VARTHUR,Model Primary
bangalore,anekal taluk,haragadde,29581,SURAGAJAKKANAHALLI,Anganwadi
bangalore,south-1,k gollahalli,31978,GKHPS GONIPURA,Upper Primary
koppal,kustagi,hoolagera,20323,	GLPS KATAPUR J.BADAVANE	,Lower Primary
bangalore,bangalore state,banashankari,31105,SARBANDEPALYA 2,Anganwadi
bangalore rural,hosakote,doddanallala,35944,G HPS CHIKKANALLALA,Upper Primary
bangalore rural,hosakote,kalkunte,36110,G HPS KALKUNTE AGRAHARA,Upper Primary
bangalore rural,hosakote,t agrahara,36246,GHPS DODDARALAGERE,Upper Primary
bangalore rural,hosakote,doddanhulluru,36195,	GHPS Doddanallurahalli,Upper Primary
koppal,kustagi,jumalapur,20211,	GHPS NANDAPUR	,Upper Primary
koppal,kustagi,hanumanal,20301,	GHPS KADIVAL	,Upper Primary
gadag,mundaragi,mundaragi city west,36878,GHPGS MUNDARAGI,Upper Primary
bangalore,bangalore state,palace guttalli circle,29598,SHIVANA NAGAR 2,Model Primary
bangalore rural,hosakote,beguru,35885,G LPS M.SATHYAVARA,Lower Primary
bangalore,north-4,chikkajala,33257,GKLPS MARANAYAKANAHALLI,Lower Primary
bangalore rural,hosakote,beguru,35886,G HPS KAMBALIPURA,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36531,Gurugovindnagar,Anganwadi
bangalore rural,hosakote,shivanapura,36045,G LPS D SHETTYHALLI,Lower Primary
bangalore,bangalore state,yashwanthpura,29621,N.P BLOCK 1,Anganwadi
dharwad,Hubli-Dharwad urban,HDMC,36641,Pendar galli,Anganwadi
bangalore rural,devanahalli,devanahalli,36744,GKHPS PUTTAPPANA GUDI BEEDI,Upper Primary
gadag,mundaragi,shingtalur,36908,GHPS SHEERNAHALLI,Upper Primary
koppal,kustagi,thavaragera,20230,	GHPS BASAVANNA CAMP  TAWARAGER	,Upper Primary
koppal,kustagi,chalageri,20142,	GHPS TALUGERA	,Upper Primary
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
bangalore,bangalore central,kithuru rani channamma 3rd circle,36464,HITTIGE ANJANAPPA LAYOUT,Anganwadi
bangalore,north-2,jalahalli,32161,GKLPS KHATHANAGAR,Lower Primary
gadag,mundaragi,bagewadi,36834,GHPS BAGEWADI,Upper Primary
koppal,kustagi,menedhal,20260,	GHPS HULIYAPUR	,Upper Primary
bangalore,bangalore north (yelahanka),rajanakunte,33827,SADENA HALLI,Anganwadi
bangalore rural,devanahalli,channahalli,36720,GKLPS Boodihala,Lower Primary
bellary,hadagali,kathe bennur,3269,GLPS PLAT HYARADA,Lower Primary
gadag,mundaragi,meundi,36824,GHPS BARADUR,Model Primary
bangalore,north-3,oph road,32612,GUHPS REHMANIA,Upper Primary
koppal,kustagi,kustagi,20241,	GLPS 12 TH WARD	,Lower Primary
bangalore rural,hosakote,vagata,36104,G HPS KHAJI HOSAHALLI,Upper Primary
koppal,kustagi,chalageri,20144,	GURDULPS YALABUNACHI	,Lower Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36470,Gouli galli -2,Anganwadi
bangalore rural,hosakote,doddanallala,36235,GHPS DODDANALLALA,Upper Primary
bangalore rural,hosakote,bilanarasapura,35916,G HPS KORATI,Upper Primary
koppal,kustagi,sanghanal,20267,	GHPS PURA	,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29676,RAVUGODLU COLONY,Anganwadi
koppal,kustagi,koradakera,20341,	GHPS YALABURTHI	,Upper Primary
bangalore,bangalore north (yelahanka),hesaragatta,30738,KALATHAMMANAHALLI,Anganwadi
bangalore,bangalore south(banashankari),kaggalipura,29631,SOMANAHALLI II,Anganwadi
bangalore,bangalore south(banashankari),k.r.puram,31446,HEGADENAGAR,Anganwadi
bangalore,bangalore south(banashankari),kengeri circle,31395,KENGERI,Anganwadi
bangalore rural,devanahalli,devanahalli,36735,GKHPBS KOTE,Upper Primary
bangalore,south-3,begur,32005,GKHPS AREKERE,Upper Primary
koppal,kustagi,bijakal,20149,	GLPS HESARURU	,Lower Primary
bangalore,north-4,dodda bylagere,32283,GKHPS SOLADEVANAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36633,Gouli galli,Anganwadi
bangalore,north-4,hesarghatta,32378,GKLPS LINGARAJAPURA,Lower Primary
gadag,mundaragi,hirawaddatti,36852,GLPGS HAROGERI,Lower Primary
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
bangalore,south-2,kalasipalya,32450,GULPS TARAMANDALPET,Lower Primary
bangalore,north-3,kaval byrasandra,33157,GUHPS GANDHI NAGAR,Upper Primary
bangalore,bangalore north (yelahanka),bettahalasuru,30854,HOSAHALLI,Anganwadi
bangalore rural,devanahalli,devanahalli,36766,GKHPS SAROVARA BEEDI,Upper Primary
koppal,kustagi,koradakera,20330,YYY GHPS BYALIHAL,Upper Primary
bangalore,north-3,banaswadi,32509,GULPS SAITPALYA,Lower Primary
bangalore rural,hosakote,doddanallala,35959,G HPS OROHALLI,Upper Primary
koppal,kustagi,adavibhavi,20155,	GHPS MENASAGERI	,Upper Primary
bangalore rural,hosakote,bilanarasapura,35915,G HPS KARAHALLI,Upper Primary
bangalore rural,hosakote,nelavagilu,36073,G UHPS HINIDGANALA,Upper Primary
bangalore,bangalore north (yelahanka),machohalli,31392,BETTA HALLI,Anganwadi
bangalore rural,hosakote,alappanahalli,36122,G HPS HASIGALA,Upper Primary
gadag,mundaragi,dambal,36843,GHPGS DAMBAL,Upper Primary
bangalore rural,devanahalli,sadahalli,36752,GKHPS HEGGANAHALLI,Model Primary
koppal,kustagi,hiremannapur,20278,	GHPS GUMAGERI	,Upper Primary
bangalore rural,hosakote,bendiganahalli,36186,GLPS CHEEMASANDRA,Model Primary
bangalore,north-1,laggere,32655,GKLPS CHOKKASANDRA SLUM,Lower Primary
bangalore rural,hosakote,bendiganahalli,36028,G LPS DYAVASANDRA,Lower Primary
bangalore rural,hosakote,alappanahalli,36132,G LPS CHOWLU THOTA,Lower Primary
bangalore,north-4,rajanakunte,32773,GKLPS ADDIGANAHALLI,Lower Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
gadag,mundaragi,meundi,36824,GHPS BARADUR,Model Primary
bangalore,south-1,doddagollarahatti,33033,GKLPS DODDABASTI,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36533,Yavagal plot,Anganwadi
bangalore rural,hosakote,thavarekere,35939,G HPS HETTAKKI,Upper Primary
bangalore rural,hosakote,alappanahalli,36123,G LPS THIMMASANDRA,Lower Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,jadigenahalli,35964,G ULPS GONAKANAHALLI,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36314,Kolikeri,Anganwadi
koppal,kustagi,kustagi,20246,	GHPS  KRISHNAGIRI COLONY  KUST	,Upper Primary
bangalore,north-3,j c nagar,32315,GTELPS MRS PALYA,Lower Primary
koppal,kustagi,hanumanal,36795,LPS URDU TUGGALDONI,Lower Primary
bangalore,anekal taluk,kasaba 1,33556,BYAGADADENAHALLI,Anganwadi
bangalore,south-1,kengeri,32419,GKHPS DODDABELE,Upper Primary
gadag,mundaragi,hirawaddatti,36846,GHPS KELUR,Upper Primary
gadag,mundaragi,petalur,36829,GLPS PETALUR(DPEP),Lower Primary
bangalore rural,hosakote,doddanhulluru,36195,	GHPS Doddanallurahalli,Upper Primary
gadag,mundaragi,shingtalur,36908,GHPS SHEERNAHALLI,Upper Primary
bangalore rural,hosakote,thavarekere,35952,G LPS ALAGONDANAHALLI,Lower Primary
gadag,mundaragi,shingtalur,36912,GHPS GUMGOL,Upper Primary
bangalore,bangalore north (yelahanka),hesaragatta,30766,HESARAGATTA IV(VASANTHNAGAR),Anganwadi
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
gadag,mundaragi,mundaragi east,36826,GLPS KOTE NO 2,Lower Primary
bangalore,bangalore central,kuvempunagar 4th circle,30444,AMAR JYOTHI NAGAR,Anganwadi
gadag,mundaragi,mundaragi urdu,36892,GHPUGS MUNDARAGI,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36485,Bengeri,Anganwadi
bangalore rural,hosakote,thavarekere,35939,G HPS HETTAKKI,Upper Primary
koppal,kustagi,hiremannapur,20280,	GMHPS HIREMANNAPUR	,Model Primary
koppal,kustagi,hiregonnagar,20299,	GHPS HIREGONNAGAR	,Upper Primary
koppal,kustagi,adavibhavi,20139,	GHPS MUDUTAGI	,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30250,K.G.HALLI 2,Anganwadi
dharwad,Hubli-Dharwad urban,HFWTC,36506,Siddeshwar ashray colony,Anganwadi
koppal,kustagi,menedhal,20256,	GHPS HIREMUKARTINHAL	,Upper Primary
bangalore,bangalore north (yelahanka),laggere 4th circle,29667,JALAHALLI,Anganwadi
